month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2019-06,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,94 years 07 months,405000
2019-06,CHOA CHU KANG,4 ROOM,631,CHOA CHU KANG NTH 6,01 TO 03,113,Premium Apartment,1998,77 years 07 months,410000
2019-06,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,07 TO 09,92,Model A,2015,94 years 08 months,420000
2019-06,CHOA CHU KANG,4 ROOM,631,CHOA CHU KANG NTH 6,01 TO 03,113,Premium Apartment,1998,77 years 07 months,460000
2019-06,CHOA CHU KANG,5 ROOM,684B,CHOA CHU KANG CRES,01 TO 03,110,Improved,2002,82 years 04 months,320000
2019-06,CHOA CHU KANG,5 ROOM,687A,CHOA CHU KANG DR,01 TO 03,110,Improved,2002,82 years,330000
2019-06,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,01 TO 03,110,Improved,2003,83 years,335000
2019-06,CHOA CHU KANG,5 ROOM,685B,CHOA CHU KANG CRES,04 TO 06,110,Improved,2002,82 years 04 months,338000
2019-06,CHOA CHU KANG,5 ROOM,683B,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,82 years 02 months,342000
2019-06,CHOA CHU KANG,5 ROOM,687C,CHOA CHU KANG DR,13 TO 15,110,Improved,2003,82 years 10 months,356000
2019-06,CHOA CHU KANG,5 ROOM,687B,CHOA CHU KANG DR,07 TO 09,110,Improved,2002,82 years 01 month,360000
2019-06,CHOA CHU KANG,5 ROOM,686A,CHOA CHU KANG CRES,04 TO 06,110,Improved,2002,82 years 04 months,360000
2019-06,CHOA CHU KANG,5 ROOM,464,CHOA CHU KANG AVE 4,04 TO 06,123,Premium Apartment,2000,79 years 09 months,375000
2019-06,CHOA CHU KANG,5 ROOM,689B,CHOA CHU KANG DR,13 TO 15,110,Improved,2002,81 years 10 months,377000
2019-06,CHOA CHU KANG,5 ROOM,458,CHOA CHU KANG AVE 4,04 TO 06,123,Premium Apartment,2000,79 years 10 months,380000
2019-06,CHOA CHU KANG,5 ROOM,461,CHOA CHU KANG AVE 4,10 TO 12,123,Premium Apartment,2000,79 years 10 months,388000
2019-06,CHOA CHU KANG,5 ROOM,472,CHOA CHU KANG AVE 3,07 TO 09,120,Improved,1999,78 years 10 months,405000
2019-06,CHOA CHU KANG,5 ROOM,213,CHOA CHU KANG CTRL,04 TO 06,122,Improved,1989,68 years 10 months,405000
2019-06,CHOA CHU KANG,5 ROOM,690B,CHOA CHU KANG CRES,22 TO 24,110,Improved,2003,82 years 10 months,410000
2019-06,CHOA CHU KANG,5 ROOM,485,CHOA CHU KANG AVE 5,13 TO 15,116,Improved,1999,79 years 01 month,420000
2019-06,CHOA CHU KANG,5 ROOM,674A,CHOA CHU KANG CRES,07 TO 09,124,Premium Apartment,1999,79 years 04 months,426500
2019-06,CHOA CHU KANG,5 ROOM,471,CHOA CHU KANG AVE 3,10 TO 12,120,Improved,1999,78 years 08 months,428000
2019-06,CHOA CHU KANG,5 ROOM,234,CHOA CHU KANG CTRL,04 TO 06,122,Improved,1989,68 years 10 months,439000
2019-06,CHOA CHU KANG,5 ROOM,544,CHOA CHU KANG ST 52,10 TO 12,124,Improved,1995,75 years 03 months,440000
2019-06,CHOA CHU KANG,5 ROOM,156,JLN TECK WHYE,07 TO 09,122,Improved,1998,77 years 10 months,446000
2019-06,CHOA CHU KANG,5 ROOM,673,CHOA CHU KANG CRES,16 TO 18,124,Premium Apartment,1999,79 years 05 months,452000
2019-06,CHOA CHU KANG,5 ROOM,159,JLN TECK WHYE,13 TO 15,121,Improved,1998,77 years 08 months,456000
2019-06,CHOA CHU KANG,5 ROOM,609,CHOA CHU KANG ST 62,07 TO 09,134,Model A,1996,75 years 10 months,463000
2019-06,CHOA CHU KANG,5 ROOM,510,CHOA CHU KANG ST 51,13 TO 15,131,Model A,1995,74 years 09 months,465000
2019-06,CHOA CHU KANG,5 ROOM,792,CHOA CHU KANG NTH 6,07 TO 09,127,Improved,1996,76 years 05 months,470000
2019-06,CHOA CHU KANG,5 ROOM,610,CHOA CHU KANG ST 62,10 TO 12,134,Model A,1996,75 years 10 months,476000
2019-06,CHOA CHU KANG,5 ROOM,642,CHOA CHU KANG ST 64,10 TO 12,123,Premium Apartment,1998,77 years 08 months,570000
2019-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,16 TO 18,125,Apartment,2003,82 years 10 months,445000
2019-06,CHOA CHU KANG,EXECUTIVE,528,CHOA CHU KANG ST 51,04 TO 06,149,Apartment,1995,74 years 10 months,468000
2019-06,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,01 TO 03,125,Apartment,2003,82 years 10 months,480000
2019-06,CHOA CHU KANG,EXECUTIVE,605,CHOA CHU KANG ST 62,07 TO 09,145,Apartment,1996,75 years 10 months,530000
2019-06,CHOA CHU KANG,EXECUTIVE,107,TECK WHYE LANE,01 TO 03,154,Maisonette,1989,68 years 08 months,535000
2019-06,CHOA CHU KANG,EXECUTIVE,235,CHOA CHU KANG CTRL,10 TO 12,146,Maisonette,1990,70 years 07 months,540000
2019-06,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,148,Apartment,1993,73 years 04 months,560000
2019-06,CHOA CHU KANG,EXECUTIVE,214,CHOA CHU KANG CTRL,10 TO 12,147,Maisonette,1990,69 years 09 months,570000
2019-07,CHOA CHU KANG,2 ROOM,535,CHOA CHU KANG ST 51,07 TO 09,46,Model A,2011,91 years 03 months,225000
2019-07,CHOA CHU KANG,2 ROOM,166A,TECK WHYE CRES,16 TO 18,47,Model A,2015,94 years 08 months,225000
2019-07,CHOA CHU KANG,3 ROOM,570,CHOA CHU KANG ST 52,04 TO 06,67,Model A,2015,94 years 07 months,305000
2019-07,CHOA CHU KANG,3 ROOM,571,CHOA CHU KANG ST 52,07 TO 09,67,Model A,2015,94 years 06 months,315000
2019-07,CHOA CHU KANG,3 ROOM,166B,TECK WHYE CRES,04 TO 06,68,Model A,2015,94 years 08 months,295000
2019-07,CHOA CHU KANG,3 ROOM,114,TECK WHYE LANE,10 TO 12,73,Model A,1989,69 years 02 months,270000
2019-07,CHOA CHU KANG,3 ROOM,105,TECK WHYE LANE,07 TO 09,73,Model A,1989,69 years 02 months,285000
2019-07,CHOA CHU KANG,4 ROOM,202,CHOA CHU KANG AVE 1,07 TO 09,104,Model A,1989,69 years 05 months,355000
2019-07,CHOA CHU KANG,4 ROOM,296,CHOA CHU KANG AVE 2,04 TO 06,102,Premium Apartment,1999,79 years,318000
2019-07,CHOA CHU KANG,4 ROOM,294,CHOA CHU KANG AVE 2,10 TO 12,104,Model A,1990,69 years 10 months,344888
2019-07,CHOA CHU KANG,4 ROOM,280,CHOA CHU KANG AVE 3,10 TO 12,104,Model A,1992,72 years,328000
2019-07,CHOA CHU KANG,4 ROOM,285,CHOA CHU KANG AVE 3,01 TO 03,104,Model A,1993,73 years,303000
2019-07,CHOA CHU KANG,4 ROOM,401,CHOA CHU KANG AVE 3,10 TO 12,106,Model A,1993,72 years 11 months,323000
2019-07,CHOA CHU KANG,4 ROOM,283,CHOA CHU KANG AVE 3,10 TO 12,103,Model A,1992,71 years 11 months,320000
2019-07,CHOA CHU KANG,4 ROOM,289,CHOA CHU KANG AVE 3,10 TO 12,110,Model A,1993,72 years 11 months,335000
2019-07,CHOA CHU KANG,4 ROOM,470,CHOA CHU KANG AVE 3,16 TO 18,101,Model A,1999,78 years 07 months,335000
2019-07,CHOA CHU KANG,4 ROOM,464,CHOA CHU KANG AVE 4,16 TO 18,104,Premium Apartment,2000,79 years 09 months,375000
2019-07,CHOA CHU KANG,4 ROOM,427,CHOA CHU KANG AVE 4,04 TO 06,104,Model A,1992,72 years,333000
2019-07,CHOA CHU KANG,4 ROOM,444,CHOA CHU KANG AVE 4,07 TO 09,101,Model A,1997,76 years 10 months,315000
2019-07,CHOA CHU KANG,4 ROOM,439,CHOA CHU KANG AVE 4,10 TO 12,106,Model A,1993,72 years 11 months,333000
2019-07,CHOA CHU KANG,4 ROOM,430,CHOA CHU KANG AVE 4,04 TO 06,106,Model A,1993,72 years 11 months,343888
2019-07,CHOA CHU KANG,4 ROOM,465,CHOA CHU KANG AVE 4,10 TO 12,104,Premium Apartment,2000,79 years 08 months,336000
2019-07,CHOA CHU KANG,4 ROOM,685C,CHOA CHU KANG CRES,10 TO 12,85,Model A2,2002,82 years 04 months,308000
2019-07,CHOA CHU KANG,4 ROOM,660,CHOA CHU KANG CRES,13 TO 15,103,Premium Apartment,1999,78 years 10 months,340000
2019-07,CHOA CHU KANG,4 ROOM,677,CHOA CHU KANG CRES,04 TO 06,106,Premium Apartment,1999,79 years 03 months,310000
2019-07,CHOA CHU KANG,4 ROOM,691B,CHOA CHU KANG CRES,07 TO 09,90,Model A,2003,82 years 10 months,320000
2019-07,CHOA CHU KANG,4 ROOM,686B,CHOA CHU KANG CRES,01 TO 03,91,Model A,2002,82 years 03 months,330000
2019-07,CHOA CHU KANG,4 ROOM,658,CHOA CHU KANG CRES,10 TO 12,104,Premium Apartment,1999,78 years 09 months,350000
2019-07,CHOA CHU KANG,4 ROOM,659,CHOA CHU KANG CRES,04 TO 06,103,Premium Apartment,1999,78 years 09 months,340000
2019-07,CHOA CHU KANG,4 ROOM,233,CHOA CHU KANG CTRL,04 TO 06,114,Model A,1990,69 years 11 months,345000
2019-07,CHOA CHU KANG,4 ROOM,223,CHOA CHU KANG CTRL,04 TO 06,104,Model A,1993,72 years 10 months,366000
2019-07,CHOA CHU KANG,4 ROOM,631,CHOA CHU KANG NTH 6,07 TO 09,113,Premium Apartment,1998,77 years 06 months,470000
2019-07,CHOA CHU KANG,4 ROOM,570,CHOA CHU KANG ST 52,10 TO 12,92,Model A,2015,94 years 07 months,450000
2019-07,CHOA CHU KANG,4 ROOM,574,CHOA CHU KANG ST 52,07 TO 09,92,Model A,2015,94 years 07 months,430000
2019-07,CHOA CHU KANG,4 ROOM,573,CHOA CHU KANG ST 52,13 TO 15,92,Model A,2015,94 years 06 months,435000
2019-07,CHOA CHU KANG,4 ROOM,770,CHOA CHU KANG ST 54,01 TO 03,102,Model A,1996,76 years 03 months,345000
2019-07,CHOA CHU KANG,4 ROOM,639,CHOA CHU KANG ST 64,10 TO 12,100,Premium Apartment,1998,77 years 06 months,445000
2019-07,CHOA CHU KANG,4 ROOM,150,JLN TECK WHYE,07 TO 09,102,Model A,1998,77 years 07 months,345000
2019-07,CHOA CHU KANG,4 ROOM,102,TECK WHYE LANE,07 TO 09,104,Model A,1989,68 years 10 months,331000
2019-07,CHOA CHU KANG,4 ROOM,111,TECK WHYE LANE,10 TO 12,103,Model A,1989,69 years 02 months,320000
2019-07,CHOA CHU KANG,5 ROOM,297,CHOA CHU KANG AVE 2,13 TO 15,122,Premium Apartment,1999,79 years 03 months,420000
2019-07,CHOA CHU KANG,5 ROOM,297,CHOA CHU KANG AVE 2,07 TO 09,122,Premium Apartment,1999,79 years 11 months,397500
2019-07,CHOA CHU KANG,5 ROOM,297,CHOA CHU KANG AVE 2,07 TO 09,122,Premium Apartment,1999,79 years,381500
2019-07,CHOA CHU KANG,5 ROOM,469,CHOA CHU KANG AVE 3,10 TO 12,121,Improved,1999,78 years 09 months,420000
2019-07,CHOA CHU KANG,5 ROOM,678,CHOA CHU KANG CRES,10 TO 12,125,Premium Apartment,1999,79 years 05 months,420000
2019-07,CHOA CHU KANG,5 ROOM,683A,CHOA CHU KANG CRES,01 TO 03,111,Improved,2002,82 years 11 months,335000
2019-07,CHOA CHU KANG,5 ROOM,684C,CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,82 years 03 months,365000
2019-07,CHOA CHU KANG,5 ROOM,690C,CHOA CHU KANG CRES,04 TO 06,110,Improved,2003,82 years 11 months,345000
2019-07,CHOA CHU KANG,5 ROOM,691B,CHOA CHU KANG CRES,16 TO 18,110,Improved,2003,82 years 10 months,395000
2019-07,CHOA CHU KANG,5 ROOM,685A,CHOA CHU KANG CRES,01 TO 03,110,Improved,2002,82 years 02 months,350000
2019-07,CHOA CHU KANG,5 ROOM,670,CHOA CHU KANG CRES,01 TO 03,124,Premium Apartment,1999,79 years 05 months,375000
2019-07,CHOA CHU KANG,5 ROOM,690D,CHOA CHU KANG CRES,01 TO 03,110,Improved,2003,83 years 01 month,322500
2019-07,CHOA CHU KANG,5 ROOM,205,CHOA CHU KANG CTRL,10 TO 12,122,Improved,1989,68 years 10 months,420000
2019-07,CHOA CHU KANG,5 ROOM,212,CHOA CHU KANG CTRL,01 TO 03,122,Improved,1989,68 years 11 months,355000
2019-07,CHOA CHU KANG,5 ROOM,688B,CHOA CHU KANG DR,16 TO 18,110,Improved,2002,81 years 08 months,375000
2019-07,CHOA CHU KANG,5 ROOM,688A,CHOA CHU KANG DR,07 TO 09,110,Improved,2002,81 years 08 months,365000
2019-07,CHOA CHU KANG,5 ROOM,784,CHOA CHU KANG DR,04 TO 06,129,Improved,1997,76 years 06 months,438000
2019-07,CHOA CHU KANG,5 ROOM,688B,CHOA CHU KANG DR,19 TO 21,110,Improved,2002,81 years 08 months,350000
2019-07,CHOA CHU KANG,5 ROOM,632,CHOA CHU KANG NTH 6,10 TO 12,127,Premium Apartment,1998,77 years 06 months,528000
2019-07,CHOA CHU KANG,5 ROOM,511,CHOA CHU KANG ST 51,10 TO 12,134,Model A,1994,74 years 04 months,418000
2019-07,CHOA CHU KANG,5 ROOM,505,CHOA CHU KANG ST 51,07 TO 09,128,Improved,1994,74 years 04 months,415000
2019-07,CHOA CHU KANG,5 ROOM,505,CHOA CHU KANG ST 51,07 TO 09,128,Improved,1994,74 years 04 months,390000
2019-07,CHOA CHU KANG,5 ROOM,516,CHOA CHU KANG ST 51,04 TO 06,133,Model A,1995,75 years 02 months,410000
2019-07,CHOA CHU KANG,5 ROOM,514,CHOA CHU KANG ST 51,04 TO 06,133,Model A,1995,75 years 02 months,420000
2019-07,CHOA CHU KANG,5 ROOM,551,CHOA CHU KANG ST 52,04 TO 06,119,Improved,1994,73 years 09 months,415000
2019-07,CHOA CHU KANG,5 ROOM,567,CHOA CHU KANG ST 52,04 TO 06,128,Improved,1995,75 years 04 months,456888
2019-07,CHOA CHU KANG,5 ROOM,707,CHOA CHU KANG ST 53,13 TO 15,126,Improved,1995,74 years 10 months,400000
2019-07,CHOA CHU KANG,5 ROOM,701,CHOA CHU KANG ST 53,04 TO 06,123,Improved,1995,74 years 10 months,370000
2019-07,CHOA CHU KANG,5 ROOM,625,CHOA CHU KANG ST 62,01 TO 03,120,Improved,1997,76 years 10 months,480000
2019-07,CHOA CHU KANG,5 ROOM,638,CHOA CHU KANG ST 64,01 TO 03,123,Premium Apartment,1998,77 years 06 months,490000
2019-07,CHOA CHU KANG,5 ROOM,641,CHOA CHU KANG ST 64,04 TO 06,123,Premium Apartment,1998,77 years 06 months,560000
2019-07,CHOA CHU KANG,5 ROOM,113,TECK WHYE LANE,07 TO 09,129,Improved,1989,68 years 07 months,375000
2019-07,CHOA CHU KANG,5 ROOM,13,TECK WHYE LANE,13 TO 15,119,Improved,1979,58 years 06 months,358000
2019-07,CHOA CHU KANG,EXECUTIVE,275,CHOA CHU KANG AVE 2,13 TO 15,147,Apartment,1993,73 years 04 months,485000
2019-07,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,10 TO 12,150,Apartment,1993,72 years 11 months,550000
2019-07,CHOA CHU KANG,EXECUTIVE,436,CHOA CHU KANG AVE 4,10 TO 12,144,Apartment,1993,72 years 11 months,550000
2019-07,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,07 TO 09,148,Apartment,1993,72 years 11 months,550000
2019-07,CHOA CHU KANG,EXECUTIVE,420,CHOA CHU KANG AVE 4,07 TO 09,143,Apartment,1993,72 years 11 months,535000
2019-07,CHOA CHU KANG,EXECUTIVE,457,CHOA CHU KANG AVE 4,04 TO 06,142,Premium Apartment,2000,79 years 07 months,500000
2019-07,CHOA CHU KANG,EXECUTIVE,235,CHOA CHU KANG CTRL,10 TO 12,145,Apartment,1990,70 years 05 months,590000
2019-07,CHOA CHU KANG,EXECUTIVE,764,CHOA CHU KANG NTH 5,07 TO 09,144,Maisonette,1996,76 years 01 month,580000
2019-07,CHOA CHU KANG,EXECUTIVE,755,CHOA CHU KANG NTH 5,01 TO 03,154,Apartment,1995,75 years 01 month,465000
2019-07,CHOA CHU KANG,EXECUTIVE,557,CHOA CHU KANG NTH 6,01 TO 03,146,Apartment,1996,75 years 07 months,444000
2019-07,CHOA CHU KANG,EXECUTIVE,556,CHOA CHU KANG NTH 6,10 TO 12,146,Apartment,1996,75 years 07 months,538000
2019-07,CHOA CHU KANG,EXECUTIVE,530,CHOA CHU KANG ST 51,10 TO 12,143,Apartment,1995,74 years 09 months,450000
2019-07,CHOA CHU KANG,EXECUTIVE,602,CHOA CHU KANG ST 62,01 TO 03,145,Apartment,1996,75 years 06 months,468000
2019-07,CHOA CHU KANG,EXECUTIVE,109,TECK WHYE LANE,07 TO 09,146,Maisonette,1989,68 years 08 months,540000
2019-08,CHOA CHU KANG,2 ROOM,166A,TECK WHYE CRES,19 TO 21,47,Model A,2015,94 years 06 months,238000
2019-08,CHOA CHU KANG,3 ROOM,476B,CHOA CHU KANG AVE 5,04 TO 06,68,Model A,2013,92 years 11 months,300000
2019-08,CHOA CHU KANG,3 ROOM,571,CHOA CHU KANG ST 52,07 TO 09,67,Model A,2015,94 years 05 months,308000
2019-08,CHOA CHU KANG,3 ROOM,115,TECK WHYE LANE,04 TO 06,73,Model A,1989,68 years 09 months,258000
2019-08,CHOA CHU KANG,3 ROOM,16,TECK WHYE LANE,10 TO 12,67,New Generation,1979,58 years 07 months,234000
2019-08,CHOA CHU KANG,3 ROOM,26,TECK WHYE LANE,10 TO 12,74,New Generation,1979,58 years 07 months,270000
2019-08,CHOA CHU KANG,4 ROOM,296A,CHOA CHU KANG AVE 2,01 TO 03,102,Premium Apartment,1999,78 years 11 months,300000
2019-08,CHOA CHU KANG,4 ROOM,293,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1993,72 years 11 months,305000
2019-08,CHOA CHU KANG,4 ROOM,412,CHOA CHU KANG AVE 3,07 TO 09,104,Model A,1992,71 years 11 months,365000
2019-08,CHOA CHU KANG,4 ROOM,402,CHOA CHU KANG AVE 3,07 TO 09,105,Model A,1993,72 years 10 months,330000
2019-08,CHOA CHU KANG,4 ROOM,404,CHOA CHU KANG AVE 3,10 TO 12,104,Model A,1993,72 years 10 months,350000
2019-08,CHOA CHU KANG,4 ROOM,288,CHOA CHU KANG AVE 3,01 TO 03,104,Model A,1990,69 years 10 months,315000
2019-08,CHOA CHU KANG,4 ROOM,403,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1993,72 years 10 months,331000
2019-08,CHOA CHU KANG,4 ROOM,401,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1993,72 years 10 months,315000
2019-08,CHOA CHU KANG,4 ROOM,288,CHOA CHU KANG AVE 3,13 TO 15,114,Model A,1990,69 years 10 months,348000
2019-08,CHOA CHU KANG,4 ROOM,407,CHOA CHU KANG AVE 3,10 TO 12,106,Model A,1993,72 years 10 months,325000
2019-08,CHOA CHU KANG,4 ROOM,406,CHOA CHU KANG AVE 3,04 TO 06,103,Model A,1993,72 years 10 months,324000
2019-08,CHOA CHU KANG,4 ROOM,404,CHOA CHU KANG AVE 3,01 TO 03,123,Model A,1993,72 years 10 months,372000
2019-08,CHOA CHU KANG,4 ROOM,421,CHOA CHU KANG AVE 4,10 TO 12,104,Model A,1992,72 years,360000
2019-08,CHOA CHU KANG,4 ROOM,425,CHOA CHU KANG AVE 4,07 TO 09,104,Model A,1992,71 years 11 months,353000
2019-08,CHOA CHU KANG,4 ROOM,414,CHOA CHU KANG AVE 4,04 TO 06,104,Model A,1993,72 years 10 months,358000
2019-08,CHOA CHU KANG,4 ROOM,476C,CHOA CHU KANG AVE 5,01 TO 03,92,Model A,2013,92 years 11 months,360000
2019-08,CHOA CHU KANG,4 ROOM,476A,CHOA CHU KANG AVE 5,13 TO 15,92,Model A,2013,92 years 11 months,405000
2019-08,CHOA CHU KANG,4 ROOM,485,CHOA CHU KANG AVE 5,07 TO 09,102,Model A,1999,78 years 10 months,325000
2019-08,CHOA CHU KANG,4 ROOM,656,CHOA CHU KANG CRES,04 TO 06,103,Premium Apartment,1999,78 years 09 months,326000
2019-08,CHOA CHU KANG,4 ROOM,682,CHOA CHU KANG CRES,10 TO 12,106,Premium Apartment,1999,79 years 03 months,335000
2019-08,CHOA CHU KANG,4 ROOM,692A,CHOA CHU KANG CRES,01 TO 03,91,Model A,2003,82 years 06 months,290000
2019-08,CHOA CHU KANG,4 ROOM,688C,CHOA CHU KANG CRES,07 TO 09,90,Model A,2003,82 years 07 months,335000
2019-08,CHOA CHU KANG,4 ROOM,676A,CHOA CHU KANG CRES,01 TO 03,104,Premium Apartment,1999,79 years 04 months,320000
2019-08,CHOA CHU KANG,4 ROOM,657,CHOA CHU KANG CRES,16 TO 18,103,Premium Apartment,1999,78 years 08 months,345000
2019-08,CHOA CHU KANG,4 ROOM,660,CHOA CHU KANG CRES,16 TO 18,104,Premium Apartment,1999,78 years 08 months,350000
2019-08,CHOA CHU KANG,4 ROOM,667,CHOA CHU KANG CRES,16 TO 18,103,Model A,1999,78 years 10 months,336000
2019-08,CHOA CHU KANG,4 ROOM,219,CHOA CHU KANG CTRL,10 TO 12,104,Model A,1990,69 years 06 months,393500
2019-08,CHOA CHU KANG,4 ROOM,355,CHOA CHU KANG CTRL,13 TO 15,104,Model A,1993,72 years 10 months,350000
2019-08,CHOA CHU KANG,4 ROOM,205,CHOA CHU KANG CTRL,01 TO 03,104,Model A,1989,68 years 08 months,340000
2019-08,CHOA CHU KANG,4 ROOM,353,CHOA CHU KANG CTRL,07 TO 09,104,Model A,1993,72 years 09 months,360000
2019-08,CHOA CHU KANG,4 ROOM,786,CHOA CHU KANG DR,07 TO 09,111,Model A,1997,76 years 05 months,361000
2019-08,CHOA CHU KANG,4 ROOM,760,CHOA CHU KANG NTH 5,07 TO 09,108,Model A,1995,74 years 10 months,330000
2019-08,CHOA CHU KANG,4 ROOM,637,CHOA CHU KANG NTH 6,10 TO 12,113,Premium Apartment,1998,77 years 05 months,455000
2019-08,CHOA CHU KANG,4 ROOM,573,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,94 years 06 months,420000
2019-08,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,94 years 05 months,418000
2019-08,CHOA CHU KANG,4 ROOM,574,CHOA CHU KANG ST 52,01 TO 03,92,Model A,2015,94 years 05 months,390000
2019-08,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,10 TO 12,92,Model A,2015,94 years 05 months,425000
2019-08,CHOA CHU KANG,4 ROOM,707,CHOA CHU KANG ST 53,10 TO 12,106,Model A,1995,74 years 09 months,325000
2019-08,CHOA CHU KANG,4 ROOM,701,CHOA CHU KANG ST 53,13 TO 15,109,Model A,1995,74 years 09 months,333000
2019-08,CHOA CHU KANG,4 ROOM,613,CHOA CHU KANG ST 62,10 TO 12,108,Model A,1996,75 years 11 months,353000
2019-08,CHOA CHU KANG,4 ROOM,614,CHOA CHU KANG ST 62,07 TO 09,107,Model A,1996,75 years 10 months,350000
2019-08,CHOA CHU KANG,4 ROOM,151,JLN TECK WHYE,07 TO 09,100,Model A,1998,77 years 06 months,340000
2019-08,CHOA CHU KANG,4 ROOM,8,TECK WHYE AVE,07 TO 09,92,New Generation,1978,57 years 09 months,290000
2019-08,CHOA CHU KANG,4 ROOM,141,TECK WHYE LANE,01 TO 03,103,Model A,1989,69 years,300000
2019-08,CHOA CHU KANG,4 ROOM,117,TECK WHYE LANE,04 TO 06,103,Model A,1989,68 years 05 months,300000
2019-08,CHOA CHU KANG,4 ROOM,26,TECK WHYE LANE,04 TO 06,99,New Generation,1979,58 years 07 months,288000
2019-08,CHOA CHU KANG,4 ROOM,141,TECK WHYE LANE,01 TO 03,103,Model A,1989,68 years 11 months,290000
2019-08,CHOA CHU KANG,5 ROOM,250,CHOA CHU KANG AVE 2,13 TO 15,126,Improved,1993,72 years 10 months,438800
2019-08,CHOA CHU KANG,5 ROOM,460,CHOA CHU KANG AVE 4,10 TO 12,123,Premium Apartment,2000,79 years 09 months,391000
2019-08,CHOA CHU KANG,5 ROOM,430,CHOA CHU KANG AVE 4,04 TO 06,125,Improved,1993,72 years 10 months,420000
2019-08,CHOA CHU KANG,5 ROOM,683C,CHOA CHU KANG CRES,04 TO 06,110,Improved,2002,82 years 10 months,346500
2019-08,CHOA CHU KANG,5 ROOM,690D,CHOA CHU KANG CRES,16 TO 18,110,Improved,2003,83 years,360000
2019-08,CHOA CHU KANG,5 ROOM,212,CHOA CHU KANG CTRL,10 TO 12,122,Improved,1989,68 years 11 months,425000
2019-08,CHOA CHU KANG,5 ROOM,785,CHOA CHU KANG DR,07 TO 09,129,Improved,1997,76 years 05 months,477500
2019-08,CHOA CHU KANG,5 ROOM,687C,CHOA CHU KANG DR,13 TO 15,110,Improved,2003,82 years 07 months,360000
2019-08,CHOA CHU KANG,5 ROOM,760,CHOA CHU KANG NTH 5,04 TO 06,128,Improved,1995,74 years 11 months,358000
2019-08,CHOA CHU KANG,5 ROOM,787,CHOA CHU KANG NTH 6,01 TO 03,129,Improved,1997,76 years 06 months,472500
2019-08,CHOA CHU KANG,5 ROOM,505,CHOA CHU KANG ST 51,01 TO 03,129,Improved,1994,74 years 04 months,383000
2019-08,CHOA CHU KANG,5 ROOM,506,CHOA CHU KANG ST 51,10 TO 12,138,Model A,1994,74 years 03 months,435000
2019-08,CHOA CHU KANG,5 ROOM,507,CHOA CHU KANG ST 51,04 TO 06,127,Improved,1994,74 years 03 months,369000
2019-08,CHOA CHU KANG,5 ROOM,541,CHOA CHU KANG ST 52,10 TO 12,132,Model A,1994,73 years 08 months,465000
2019-08,CHOA CHU KANG,5 ROOM,562,CHOA CHU KANG ST 52,07 TO 09,129,Improved,1995,74 years 10 months,469000
2019-08,CHOA CHU KANG,5 ROOM,607,CHOA CHU KANG ST 62,04 TO 06,135,Model A,1996,75 years 08 months,465000
2019-08,CHOA CHU KANG,5 ROOM,14,TECK WHYE LANE,13 TO 15,119,Improved,1979,58 years 06 months,370000
2019-08,CHOA CHU KANG,EXECUTIVE,282,CHOA CHU KANG AVE 3,04 TO 06,146,Maisonette,1992,71 years 11 months,540000
2019-08,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,13 TO 15,148,Apartment,1993,72 years 10 months,575000
2019-08,CHOA CHU KANG,EXECUTIVE,690B,CHOA CHU KANG CRES,13 TO 15,125,Apartment,2003,82 years 08 months,455000
2019-08,CHOA CHU KANG,EXECUTIVE,208,CHOA CHU KANG CTRL,04 TO 06,146,Maisonette,1989,69 years 01 month,555000
2019-08,CHOA CHU KANG,EXECUTIVE,235,CHOA CHU KANG CTRL,16 TO 18,154,Maisonette,1990,70 years 04 months,615000
2019-08,CHOA CHU KANG,EXECUTIVE,214,CHOA CHU KANG CTRL,10 TO 12,142,Apartment,1990,69 years 07 months,573800
2019-08,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,07 TO 09,142,Apartment,1995,74 years 06 months,460000
2019-08,CHOA CHU KANG,EXECUTIVE,529,CHOA CHU KANG ST 51,01 TO 03,143,Apartment,1995,74 years 08 months,395000
